Finanzposition;Bezeichnung;EIN/AUS;Teilabschnitt;RQ;FG;SN;AOB;Anfängliche Zahlungsrückstände EUR;Laufendes Soll EUR;Gesamt Soll EUR;Ist EUR;Schließliche Zahlungsrückstände EUR;Voranschlag EUR;Nachtrags-Voranschlag EUR;Gesamt-Voranschlag EUR;Unterschied zw. LFD.Soll - Gesamt-VA günsiger EUR;Unterschied zw. LFD.Soll - Gesamt-VA ungünsiger EUR
'2.01310.803250';VERÄUSSERUNG VON HANDELSWAREN;EINNAHME;'01310';18;1;D;'0805';          0.00;       1877.88;       1877.88;       1877.88;          0.00;          0.00;          0.00;          0.00;       1877.88-;          0.00
'2.01320.810000';LEISTUNGSERLÖSE;EINNAHME;'01320';13;5;D;'MDPA';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;          0.00;       1000.00-
'2.01320.810009';LEISTUNGSERLÖSE;EINNAHME;'01320';13;5;D;'MDPA';          0.00;      98537.97;      98537.97;      98537.97;          0.00;     161400.00;          0.00;     161400.00;          0.00;      62862.03-
'2.01400.810000';LEISTUNGSERLÖSE;EINNAHME;'01400';13;5;D;'STRH';          0.00;       9800.00;       9800.00;       9800.00;          0.00;       7500.00;          0.00;       7500.00;       2300.00-;          0.00
'2.01510.804000';VERÄUSSERUNG VON BEZOGENEN LEBENS-U.FUTTERMITTEL;EINNAHME;'01510';18;5;D;'MD00';         78.10;       1297.30;       1375.40;       1097.20;        278.20;        500.00;          0.00;        500.00;        797.30-;          0.00
'2.01510.807000';VERÄUSSERUNG VON ERZEUGNISSEN;EINNAHME;'01510';18;5;D;'MDPA';         43.60;       9134.20;       9177.80;       9047.00;        130.80;      12000.00;          0.00;      12000.00;          0.00;       2865.80-
'2.01510.813000';NEBENERLÖSE;EINNAHME;'01510';13;5;D;'MD00';      27586.00;      56829.51;      84415.51;      78915.52;       5499.99;      80000.00;          0.00;      80000.00;          0.00;      23170.49-
'2.01510.817100';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN VERLAUTBARUNGEN IM AMTSBLATT;EINNAHME;'01510';13;5;D;'MDPA';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;          0.00;        100.00-
'2.01510.825000';EINN.A.D.UNTERVERMIETUNG U.UNTERVERPACHTUNG V.ANGE;EINNAHME;'01510';14;1;D;'MD00';          0.00;       3180.00;       3180.00;       3180.00;          0.00;       4000.00;          0.00;       4000.00;          0.00;        820.00-
'2.01510.828000';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'01510';18;5;D;'MD00';          0.00;        397.67;        397.67;        397.67;          0.00;          0.00;          0.00;          0.00;        397.67-;          0.00
'2.01510.828100';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'01510';18;5;D;'0805';          0.00;        801.64;        801.64;        801.64;          0.00;          0.00;          0.00;          0.00;        801.64-;          0.00
'2.01600.042990';AMTSAUSSTATTUNG;EINNAHME;'01600';31;8;D;'MDIM';          0.00;       4332.55;       4332.55;       4332.55;          0.00;          0.00;          0.00;          0.00;       4332.55-;          0.00
'2.01600.808000';VERÄUSS.V.GW.WIRTSCHAFTSGÜT.D.ANLAGEVERMÖGENS(GEBR;EINNAHME;'01600';18;5;D;'MDIM';          0.00;         28.77;         28.77;         28.77;          0.00;       1000.00;          0.00;       1000.00;          0.00;        971.23-
'2.01600.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01600';13;5;D;'MDIM';      10956.00;      47098.57;      58054.57;      57688.57;        366.00;      23800.00;          0.00;      23800.00;      23298.57-;          0.00
'2.01600.817100';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01600';13;5;D;'MDIM';          0.00;         24.30;         24.30;         24.30;          0.00;        100.00;          0.00;        100.00;          0.00;         75.70-
'2.01600.828000';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'01600';18;5;D;'MDIM';          0.00;        709.39;        709.39;        709.39;          0.00;        100.00;          0.00;        100.00;        609.39-;          0.00
'2.01600.829000';SONSTIGE EINNAHMEN;EINNAHME;'01600';18;5;D;'MDIM';          0.00;       5014.58;       5014.58;       5014.58;          0.00;       1000.00;          0.00;       1000.00;       4014.58-;          0.00
'2.01600.864000';LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS;EINNAHME;'01600';15;5;D;'MDIM';          0.00;          0.00;          0.00;          0.00;          0.00;       4000.00;          0.00;       4000.00;          0.00;       4000.00-
'2.01800.298002';RÜCKLAGEN ENTNAHME KFA-RÜCKLAGE;EINNAHME;'01800';51;9;D;'KF00';          0.00;     183960.71;     183960.71;          0.00;     183960.71;     602400.00;          0.00;     602400.00;          0.00;     418439.29-
'2.01800.810000';LEISTUNGSERLÖSE LAUFENDE BEITRÄGE;EINNAHME;'01800';13;0;D;'KF00';     237023.57;   16959028.01;   17196051.58;   17196051.58;          0.00;   16500000.00;          0.00;   16500000.00;     459028.01-;          0.00
'2.01800.810100';LEISTUNGSERLÖSE DG-BEITRÄGE UNFALLHEILBEHANDLUNG;EINNAHME;'01800';13;0;D;'KF00';        632.06;      44606.63;      45238.69;      45238.69;          0.00;      43500.00;          0.00;      43500.00;       1106.63-;          0.00
'2.01800.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01800';13;0;D;'KF00';     116078.25;     949930.44;    1066008.69;     913436.88;     152571.81;     950000.00;          0.00;     950000.00;          0.00;         69.56-
'2.01800.817200';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN KONSOLIDIERUNSGBEITRAG;EINNAHME;'01800';13;5;D;'0800';          0.00;     980000.00;     980000.00;          0.00;     980000.00;     955600.00;          0.00;     955600.00;      24400.00-;          0.00
'2.01800.817500';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01800';13;0;D;'KF00';          0.00;     747685.73;     747685.73;     747685.73;          0.00;     800000.00;          0.00;     800000.00;          0.00;      52314.27-
'2.01800.817800';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01800';13;4;D;'0800';          0.00;      49154.58;      49154.58;      49154.58;          0.00;      52200.00;          0.00;      52200.00;          0.00;       3045.42-
'2.01800.823000';ZINSEN;EINNAHME;'01800';14;5;D;'KF00';          0.00;      76356.93;      76356.93;      76356.93;          0.00;      60000.00;          0.00;      60000.00;      16356.93-;          0.00
'2.01800.828000';RÜCKERSÄTZE VON AUSGABEN MISSBRÄUCHLICHE INANSPRUCHNAHME;EINNAHME;'01800';18;1;D;'KF00';          0.00;          0.00;          0.00;          0.00;          0.00;       2000.00;          0.00;       2000.00;          0.00;       2000.00-
'2.01800.828100';RÜCKERSÄTZE VON AUSGABEN UNFALL-REGRESS;EINNAHME;'01800';18;1;D;'KF00';       9198.07;      21160.19;      30358.26;      27660.51;       2697.75;      10000.00;          0.00;      10000.00;      11160.19-;          0.00
'2.01800.829000';SONSTIGE EINNAHMEN ERLÖSE;EINNAHME;'01800';18;5;D;'KF00';          0.00;      16127.01;      16127.01;      16127.01;          0.00;      20000.00;          0.00;      20000.00;          0.00;       3872.99-
'2.01800.860001';LFD.TRANSFERS VON BUND UND BUNDESFONDS BEIHILFE;EINNAHME;'01800';15;0;D;'KF00';          0.00;      45941.62;      45941.62;      45941.62;          0.00;          0.00;          0.00;          0.00;      45941.62-;          0.00
'2.01800.860081';LFD.TRANSFERZ. VON BUND, BUNDESFONDS U. -KAMMERN BEIHILFE;EINNAHME;'01800';15;0;D;'KF00';     195285.26;     833344.39;    1028629.65;     897231.06;     131398.59;     850000.00;          0.00;     850000.00;          0.00;      16655.61-
'2.01800.865000';LFD.TRANSFERZ. VON UNTERNEHMUNGEN (OHNE FINANZUNTE PAUSCHALE;EINNAHME;'01800';16;0;D;'KF00';     115736.17;     618498.42;     734234.59;     516769.88;     217464.71;     700000.00;          0.00;     700000.00;          0.00;      81501.58-
'2.01810.298002';RÜCKLAGEN ENTNAHME KFA-RÜCKLAGE;EINNAHME;'01810';51;9;D;'KF00';      32743.58;          0.00;      32743.58;      32743.58;          0.00;      22500.00;          0.00;      22500.00;          0.00;      22500.00-
'2.01810.810000';LEISTUNGSERLÖSE DIENSTGEBERBEITRAG;EINNAHME;'01810';13;0;D;'KF00';      12641.26;     892107.12;     904748.38;     904748.38;          0.00;     870000.00;          0.00;     870000.00;      22107.12-;          0.00
'2.01810.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01810';13;0;D;'KF00';      19152.00;      22718.00;      41870.00;      41870.00;          0.00;      50000.00;          0.00;      50000.00;          0.00;      27282.00-
'2.01810.817800';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01810';13;4;D;'0800';          0.00;        364.66;        364.66;        364.66;          0.00;        300.00;          0.00;        300.00;         64.66-;          0.00
'2.01810.823000';ZINSEN;EINNAHME;'01810';14;5;D;'KF00';          0.00;       5253.92;       5253.92;       5253.92;          0.00;      13000.00;          0.00;      13000.00;          0.00;       7746.08-
'2.01810.828100';RÜCKERSÄTZE VON AUSGABEN UNFALL-REGRESS;EINNAHME;'01810';18;5;D;'KF00';          0.00;          0.00;          0.00;          0.00;          0.00;        700.00;          0.00;        700.00;          0.00;        700.00-
'2.01810.860081';LFD.TRANSFERZ. VON BUND, BUNDESFONDS U. -KAMMERN BEIHILFE;EINNAHME;'01810';15;0;D;'KF00';       3503.29;       9262.30;      12765.59;      10581.83;       2183.76;       9300.00;          0.00;       9300.00;          0.00;         37.70-
'2.01820.810000';LEISTUNGSERLÖSE BESONDERE BEITRÄGE;EINNAHME;'01820';13;0;D;'KF00';          0.00;    3404554.04;    3404554.04;    3404476.04;         78.00;    3430000.00;          0.00;    3430000.00;          0.00;      25445.96-
'2.01820.823000';ZINSEN;EINNAHME;'01820';14;5;D;'KF00';          0.00;      47179.14;      47179.14;      47179.14;          0.00;      30000.00;          0.00;      30000.00;      17179.14-;          0.00
'2.01820.828100';RÜCKERSÄTZE VON AUSGABEN UNFALL-REGRESS;EINNAHME;'01820';18;5;D;'KF00';          0.00;          0.00;          0.00;          0.00;          0.00;       4000.00;          0.00;       4000.00;          0.00;       4000.00-
'2.01820.829000';SONSTIGE EINNAHMEN;EINNAHME;'01820';18;5;D;'KF00';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;          0.00;        100.00-
'2.01820.860081';LFD.TRANSFERZ. VON BUND, BUNDESFONDS U. -KAMMERN BEIHILFE;EINNAHME;'01820';15;0;D;'KF00';      33928.00;     147347.42;     181275.42;     159563.86;      21711.56;     170000.00;          0.00;     170000.00;          0.00;      22652.58-
'2.01820.865000';LFD.TRANSFERZ. VON UNTERNEHMUNGEN (OHNE FINANZUNTE PAUSCHALE;EINNAHME;'01820';16;5;D;'KF00';          0.00;     259478.34;     259478.34;     259478.34;          0.00;     300000.00;          0.00;     300000.00;          0.00;      40521.66-
'2.02000.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN GERICHTSKOSTENRÜCKERSÄTZE;EINNAHME;'02000';13;5;D;'MDPA';          0.00;      15305.00;      15305.00;      15305.00;          0.00;       6000.00;          0.00;       6000.00;       9305.00-;          0.00
'2.02000.829000';SONSTIGE EINNAHMEN;EINNAHME;'02000';18;5;D;'MDPA';          0.00;      11892.40;      11892.40;      11892.40;          0.00;       4000.00;          0.00;       4000.00;       7892.40-;          0.00
'2.02010.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'02010';13;5;D;'1700';          0.00;         77.40;         77.40;         77.40;          0.00;       1000.00;          0.00;       1000.00;          0.00;        922.60-
'2.02010.817100';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'02010';13;1;D;'1700';       8950.04;      23634.10;      32584.14;      16904.16;      15679.98;      13000.00;          0.00;      13000.00;      10634.10-;          0.00
'2.02010.817200';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN EXTERNE BEGUTACHTUNGEN;EINNAHME;'02010';13;5;D;'1700';        400.48;          0.00;        400.48;          0.00;        400.48;       2000.00;          0.00;       2000.00;          0.00;       2000.00-
'2.02010.817300';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN EDIKTALVERFAHREN;EINNAHME;'02010';13;5;D;'1700';       5041.07;      33541.73;      38582.80;      27991.55;      10591.25;      30000.00;          0.00;      30000.00;       3541.73-;          0.00
'2.02010.817400';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN GERICHTSKOSTENRÜCKERSÄTZE;EINNAHME;'02010';13;5;D;'1700';          0.00;       8987.61;       8987.61;       8987.61;          0.00;       6000.00;          0.00;       6000.00;       2987.61-;          0.00
'2.02010.817500';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN GRUNDBUCHAUSZÜGE;EINNAHME;'02010';13;5;D;'1700';          0.00;          0.00;          0.00;          0.00;          0.00;        500.00;          0.00;        500.00;          0.00;        500.00-
'2.02010.868000';LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN;EINNAHME;'02010';16;1;D;'1700';     139673.31;     179450.00;     319123.31;     121609.08;     197514.23;     300000.00;          0.00;     300000.00;          0.00;     120550.00-
'2.02010.868100';LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN;EINNAHME;'02010';16;1;D;'1700';       1200.00;          0.00;       1200.00;       1200.00;          0.00;       2500.00;          0.00;       2500.00;          0.00;       2500.00-
'2.02100.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'02100';13;1;D;'MDPA';          0.00;      34515.47;      34515.47;      34515.47;          0.00;      35000.00;          0.00;      35000.00;          0.00;        484.53-
'2.02100.817100';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN STATISTIK;EINNAHME;'02100';13;1;D;'MDPA';          0.00;          7.26;          7.26;          7.26;          0.00;        100.00;          0.00;        100.00;          0.00;         92.74-
'2.02101.889000';KAP.TRANSFERZAHLUNGEN VON DER EUROPÄISCHEN UNION;EINNAHME;'02101';33;1;D;'BD00';      12026.26;          0.00;      12026.26;          0.00;      12026.26;          0.00;          0.00;          0.00;          0.00;          0.00
'2.02200.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'02200';13;5;D;'0200';          0.00;       6110.00;       6110.00;       6110.00;          0.00;       6600.00;          0.00;       6600.00;          0.00;        490.00-
'2.02200.824000';EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B;EINNAHME;'02200';14;5;D;'0200';          0.00;       3000.00;       3000.00;       3000.00;          0.00;       3500.00;          0.00;       3500.00;          0.00;        500.00-
'2.02200.828000';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'02200';18;5;D;'0805';          0.00;       6298.91;       6298.91;       6298.91;          0.00;          0.00;          0.00;          0.00;       6298.91-;          0.00
'2.02400.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'02400';13;5;D;'0200';          0.00;      76670.40;      76670.40;      76670.40;          0.00;      76700.00;          0.00;      76700.00;          0.00;         29.60-
'2.02400.817100';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'02400';13;5;D;'0200';        129.60;       1027.05;       1156.65;       1156.65;          0.00;       2000.00;          0.00;       2000.00;          0.00;        972.95-
'2.02400.817400';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN LANDTAGSWAHL;EINNAHME;'02400';13;2;D;'0200';         50.00;          0.00;         50.00;         50.00;          0.00;          0.00;          0.00;          0.00;          0.00;          0.00
'2.02400.817500';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN VOLKSENTSCHEIDE;EINNAHME;'02400';13;5;D;'0200';          0.00;          0.00;          0.00;          0.00;          0.00;      54000.00;          0.00;      54000.00;          0.00;      54000.00-
'2.02400.817800';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN EUROPAWAHL;EINNAHME;'02400';13;2;D;'0200';          0.00;        100.00;        100.00;        100.00;          0.00;          0.00;          0.00;          0.00;        100.00-;          0.00
'2.02400.828000';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'02400';18;5;D;'0200';          0.00;        132.29;        132.29;        132.29;          0.00;          0.00;          0.00;          0.00;        132.29-;          0.00
'2.02500.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'02500';13;1;D;'0200';          0.00;      77861.21;      77861.21;      77861.21;          0.00;      75900.00;          0.00;      75900.00;       1961.21-;          0.00
'2.02900.817300';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'02900';13;5;D;'0805';        370.56;      72729.23;      73099.79;      17217.04;      55882.75;          0.00;          0.00;          0.00;      72729.23-;          0.00
